"surname","count","pctwhite","pctblack","pctapi","pcthispanic","pctothers"
"MORAN",78546,71.4371437143714,2.44024402440244,0.55005500550055,23.7123712371237,1.86018601860186
"LOVE",78323,59.2940705929407,36.2563743625637,0.44995500449955,1.57984201579842,2.41975802419758
"ROBBINS",78141,89.0989098909891,7.03070307030703,0.41004100410041,1.3001300130013,2.16021602160216
"HIGGINS",78107,85.92,10.27,0.41,1.52,1.88
"BALL",77561,84.5384538453845,11.7011701170117,0.43004300430043,1.66016601660166,1.67016701670167
"CORTEZ",77492,7.03070307030703,0.72007200720072,2.79027902790279,88.5488548854886,0.91009100910091
"LE",77453,1.83018301830183,0.29002900290029,95.1595159515952,0.56005600560056,2.16021602160216
"GRIFFITH",77429,85.8114188581142,9.7990200979902,0.36996300369963,1.73982601739826,2.27977202279772
"BOWEN",77078,84.52,11.06,0.41,1.73,2.28
"SHARP",76868,85.12,10.5,0.45,1.58,2.35
"CUMMINGS",76707,75.4624537546245,18.3781621837816,0.67993200679932,1.48985101489851,3.98960103989601
"RAMSEY",76625,79.54,16.13,0.34,1.68,2.31
"HARDY",76608,63.6763676367637,31.7331733173317,0.39003900390039,1.45014501450145,2.75027502750275
"SWANSON",76539,92.01,4.59,0.55,1.36,1.49
"BARBER",76504,77.8877887788779,17.4017401740174,0.55005500550055,1.57015701570157,2.59025902590259
"ACOSTA",76477,8.04,0.69,2.36,87.99,0.92
"LUNA",76127,9.77902209779022,0.36996300369963,1.999800019998,86.5713428657134,1.27987201279872
"CHANDLER",76114,76.77,19.11,0.5,1.48,2.14
"BLAIR",75135,82.13,13.52,0.47,1.59,2.29
"DANIEL",75135,67.026702670267,24.0524052405241,2.12021202120212,4.27042704270427,2.53025302530253
"CROSS",75134,77.6722327767223,17.6282371762824,0.40995900409959,1.65983401659834,2.62973702629737
"SIMON",74839,69.9330066993301,20.9479052094791,1.97980201979802,4.65953404659534,2.47975202479752
"DENNIS",74784,68.4931506849315,26.4873512648735,0.43995600439956,2.02979702029797,2.54974502549745
"OCONNOR",74756,94.75,1.74,0.58,1.58,1.35
"QUINN",74531,88.13,7.91,0.52,1.73,1.71
"GROSS",74285,86.61,9.85,0.41,1.67,1.46
"NAVARRO",73970,7.9,0.45,4.1,86.57,0.98
"MOSS",73750,71.87,24.11,0.37,1.46,2.19
"FITZGERALD",73522,88.038803880388,8.44084408440844,0.49004900490049,1.43014301430143,1.6001600160016
"DOYLE",73518,90.7309269073093,5.36946305369463,0.45995400459954,1.5998400159984,1.83981601839816
"MCLAUGHLIN",73128,89.6589658965897,6.73067306730673,0.42004200420042,1.55015501550155,1.64016401640164
"ROJAS",73071,4.76952304769523,0.42995700429957,0.84991500849915,93.3006699330067,0.64993500649935
"RODGERS",73021,72.9272927292729,22.6422642264226,0.42004200420042,1.76017601760176,2.25022502250225
"STEVENSON",72892,65.7965796579658,29.6929692969297,0.45004500450045,1.76017601760176,2.3002300230023
"SINGH",72642,3.51,3.09,74.44,2.65,16.31
"YANG",72627,0.95009500950095,0.13001300130013,95.039503950395,0.35003500350035,3.53035303530353
"FIGUEROA",72533,5.46,0.93,0.99,91.86,0.76
"HARMON",72414,80.00199980002,15.9484051594841,0.38996100389961,1.37986201379862,2.27977202279772
"NEWTON",72328,77.9,17.74,0.44,1.64,2.28
"PAUL",72248,73.8,16.16,3.63,1.87,4.54
"MANNING",72069,76.6476647664767,19.1419141914191,0.42004200420042,1.55015501550155,2.24022402240224
"GARNER",72052,74.14,21.99,0.37,1.4,2.1
"MCGEE",71925,64.9335066493351,30.6869313068693,0.34996500349965,1.5998400159984,2.42975702429757
"REESE",71754,68.1768176817682,27.7327732773277,0.35003500350035,1.66016601660166,2.08020802080208
"FRANCIS",71723,63.89,27.57,1.3,2.72,4.52
"BURGESS",71604,77.7622237776222,17.4282571742826,0.55994400559944,1.47985201479852,2.76972302769723
"ADKINS",71528,88.92,7.52,0.28,1.15,2.13
"GOODMAN",71482,80.6519348065193,15.1184881511849,0.42995700429957,1.57984201579842,2.21977802219778
"CURRY",71344,61.7238276172383,34.2465753424658,0.41995800419958,1.50984901509849,2.0997900209979
"BRADY",71175,89.02,6.56,0.46,1.86,2.1
"CHRISTENSEN",71144,95.86,0.27,0.51,1.61,1.75
"POTTER",71103,90.3390339033903,5.19051905190519,0.47004700470047,1.7001700170017,2.3002300230023
"WALTON",70997,62.56,33.54,0.32,1.44,2.14
"GOODWIN",70333,78.977897789779,16.8216821682168,0.41004100410041,1.42014201420142,2.37023702370237
"MULLINS",70286,89.9289928992899,6.75067506750675,0.3000300030003,1.17011701170117,1.85018501850185
"MOLINA",70211,6.6,0.46,2.34,89.13,1.47
"WEBSTER",70123,76.1523847615238,18.5081491850815,0.47995200479952,1.63983601639836,3.21967803219678
"FISCHER",70095,95.71,0.86,0.45,1.55,1.43
"CAMPOS",69950,7.55,0.3,1.5,89.55,1.1
"AVILA",69843,8.33,0.4,0.94,89.43,0.9
"SHERMAN",69840,84.9015098490151,10.8989101089891,0.45995400459954,1.47985201479852,2.25977402259774
"TODD",69810,82.8017198280172,12.9487051294871,0.46995300469953,1.57984201579842,2.1997800219978
"CHANG",69756,2.28,0.94,90.13,2.94,3.71
"BLAKE",69279,74.047404740474,21.1121112111211,0.42004200420042,1.86018601860186,2.56025602560256
"MALONE",69257,69.8,26.01,0.43,1.54,2.22
"WOLF",68905,94.96,1.04,0.48,1.4,2.12
"HODGES",68868,75.92,19.89,0.42,1.75,2.02
"JUAREZ",68785,4.08,0.22,0.43,94.72,0.55
"GILL",68699,70.9,14.15,8.35,3.79,2.81
"FARMER",68309,79.017901790179,16.8816881688169,0.34003400340034,1.35013501350135,2.41024102410241
"HINES",68145,60.4860486048605,35.6235623562356,0.38003800380038,1.49014901490149,2.02020202020202
"GALLAGHER",68075,96.08,0.58,0.46,1.61,1.27
"DURAN",68046,11.5788421157884,0.55994400559944,1.08989101089891,85.1614838516148,1.60983901609839
"HUBBARD",68021,73.47,22.2,0.34,1.39,2.6
"CANNON",67923,72.2472247224723,23.7323732373237,0.38003800380038,1.5001500150015,2.14021402140214
"MIRANDA",67646,14.3414341434143,0.97009700970097,4.08040804080408,78.2078207820782,2.4002400240024
"WANG",67570,3.25,0.19,94.47,0.33,1.76
"SAUNDERS",67210,69.67,25.59,0.44,1.65,2.65
"TATE",67208,58.16,37.54,0.47,1.38,2.45
"MACK",67154,47.35,48.38,0.6,1.37,2.3
"HAMMOND",67063,80.78,15.11,0.43,1.34,2.34
"CARRILLO",67054,6.04,0.27,0.73,92.1,0.86
"TOWNSEND",66853,70.5829417058294,25.027497250275,0.42995700429957,1.58984101589841,2.36976302369763
"WISE",66738,80.6619338066193,14.968503149685,0.4999500049995,1.67983201679832,2.18978102189781
"INGRAM",66665,63.69,32.14,0.31,1.56,2.3
"BARTON",66622,87.13,7.55,0.43,2.08,2.81
"MEJIA",66534,3.99,0.49,1.44,93.25,0.83
"AYALA",66515,4.76952304769523,0.56994300569943,0.47995200479952,93.5006499350065,0.67993200679932
"SCHROEDER",66412,96.74,0.23,0.48,1.3,1.25
"HAMPTON",66378,56.28,39.52,0.34,1.33,2.53
"ROWE",66205,82.19,13.53,0.51,1.65,2.12
"PARSONS",66203,92.71,3.39,0.41,1.51,1.98
"FRANK",65918,86.6986698669867,7.38073807380738,0.7000700070007,1.78017801780178,3.44034403440344
"WATERS",65817,75.27,20.52,0.37,1.51,2.33
"STRICKLAND",65814,78.49,16.14,0.36,1.32,3.69
"OSBORNE",65802,83.98,11.98,0.38,1.44,2.22
"MAXWELL",65779,75.7975797579758,19.6619661966197,0.43004300430043,1.82018201820182,2.29022902290229
"CHAN",65719,2.72,0.54,91.01,2.87,2.86
"DELEON",65598,7.55,1.06,8.29,81.94,1.16
"NORMAN",65269,71.5871587158716,24.1324132413241,0.42004200420042,1.54015401540154,2.32023202320232
"HARRINGTON",65131,83.9116088391161,11.968803119688,0.52994700529947,1.50984901509849,2.07979202079792
"CASEY",64815,88.5011498850115,7.24927507249275,0.48995100489951,1.4998500149985,2.25977402259774
"PATTON",64772,75.5524447555244,20.1779822017798,0.38996100389961,1.47985201479852,2.3997600239976
"LOGAN",64576,67.08,27.1,0.56,2.15,3.11
"BOWERS",64496,85.34,10.94,0.38,1.5,1.84
"MUELLER",64305,96.96,0.23,0.48,1.24,1.09
"GLOVER",64180,54.91,40.96,0.36,1.47,2.3
"FLOYD",64141,67.9467946794679,28.3028302830283,0.31003100310031,1.28012801280128,2.16021602160216
"HARTMAN",63827,95.4295429542954,1.5001500150015,0.44004400440044,1.2001200120012,1.43014301430143
"BUCHANAN",63825,79.9120087991201,15.9084091590841,0.47995200479952,1.56984301569843,2.12978702129787
"COBB",63739,72.0772077207721,24.2424242424242,0.35003500350035,1.2001200120012,2.13021302130213
"FRENCH",63149,87.74,7.65,0.49,1.52,2.6
"KRAMER",63023,96.47,0.28,0.46,1.46,1.33
"MCCORMICK",62663,89.1,7.24,0.41,1.52,1.73
"CLARKE",62546,66.1466146614661,28.1828182818282,0.52005200520052,2.46024602460246,2.69026902690269
"TYLER",62534,64.08,30.74,0.43,1.58,3.17
"GIBBS",62514,67.84,27.75,0.39,1.57,2.45
"MOODY",62344,72.99,22.54,0.37,1.73,2.37
"CONNER",62335,80.8180818081808,15.4115411541154,0.38003800380038,1.44014401440144,1.95019501950195
"SPARKS",62234,85.92,10,0.4,1.39,2.29
"MCGUIRE",62116,89.56,6.19,0.53,1.7,2.02
"LEON",62034,13.018698130187,3.01969803019698,1.15988401159884,81.6418358164184,1.15988401159884
"BAUER",61979,96.34,0.34,0.45,1.56,1.31
"NORTON",61805,89.6510348965104,6.07939206079392,0.42995700429957,1.40985901409859,2.42975702429757
"POPE",61750,72.8672867286729,23.1223122312231,0.36003600360036,1.45014501450145,2.2002200220022
"FLYNN",61747,93.6306369363064,2.7997200279972,0.47995200479952,1.45985401459854,1.62983701629837
"HOGAN",61651,82.38,13.86,0.41,1.61,1.74
"ROBLES",61619,5.88058805880588,0.51005100510051,2.05020502050205,90.5890589058906,0.97009700970097
"SALINAS",61582,5.68,0.2,0.98,92.5,0.64
"YATES",61400,82.61,13.29,0.44,1.57,2.09
"LINDSEY",61199,70.65,24.56,0.74,1.49,2.56
"LLOYD",61154,74.9174917491749,21.1521152115212,0.47004700470047,1.49014901490149,1.97019701970197
"MARSH",60999,85.01,11.32,0.42,1.34,1.91
"MCBRIDE",60874,76.5176517651765,19.021902190219,0.38003800380038,1.73017301730173,2.35023502350235
"OWEN",60461,93.3506649335066,2.36976302369763,0.54994500549945,1.57984201579842,2.14978502149785
"SOLIS",60045,5.86,0.45,1.57,91.5,0.62
"PHAM",59949,1.30973805238952,0.17996400719856,95.8408318336333,0.629874025194961,2.03959208158368
"LANG",59843,84.16,9.9,2.34,1.63,1.97
"PRATT",59801,80.27,14.77,0.53,1.77,2.66
"LARA",59731,6.28062806280628,0.42004200420042,1.07010701070107,91.3091309130913,0.92009200920092
"BROCK",59682,85.02,11.18,0.33,1.36,2.11
"BALLARD",59660,77.29,18.46,0.29,1.51,2.45
"TRUJILLO",59609,9.06909309069093,0.1999800019998,0.21997800219978,88.0611938806119,2.44975502449755
"SHAFFER",59227,94.6005399460054,2.1997800219978,0.3999600039996,1.26987301269873,1.52984701529847
"DRAKE",59055,81.84,14.21,0.41,1.41,2.13
"ROMAN",59020,25.5574442555744,1.97980201979802,0.93990600939906,70.6329367063294,0.88991100889911
"AGUIRRE",58918,6.28062806280628,0.28002800280028,1.19011901190119,91.5291529152915,0.72007200720072
"MORTON",58788,75.9324067593241,19.4580541945805,0.50994900509949,1.56984301569843,2.52974702529747
"STOKES",58687,60.7860786078608,35.0935093509351,0.33003300330033,1.64016401640164,2.15021502150215
"LAMB",58555,87.4012598740126,8.44915508449155,0.57994200579942,1.62983701629837,1.93980601939806
"PACHECO",58534,18.19,0.5,1.18,77.71,2.42
"PATRICK",58257,76.02,19.4,0.51,1.45,2.62
"COCHRAN",58233,87.03,8.61,0.36,1.42,2.58
"SHEPHERD",57935,80.98,14.74,0.38,1.34,2.56
"CAIN",57873,80.0619938006199,15.9484051594841,0.48995100489951,1.35986401359864,2.13978602139786
"BURNETT",57859,72.7627237276272,22.6977302269773,0.38996100389961,1.47985201479852,2.66973302669733
"HESS",57822,95.94,0.86,0.48,1.27,1.45
"LI",57786,1.28,0.12,96.44,0.75,1.41
"CERVANTES",57685,3.96,0.12,0.85,94.49,0.58
"OLSEN",57357,95.2895289528953,0.28002800280028,0.64006400640064,1.7001700170017,2.09020902090209
"BRIGGS",57297,77.89,17.99,0.43,1.44,2.25
"OCHOA",57210,5.18,0.33,0.63,93.17,0.69
"CABRERA",57171,5.48,0.45,3.56,89.71,0.8
"VELASQUEZ",57163,5.33946605339466,0.56994300569943,1.73982601739826,91.2508749125087,1.0998900109989
"MONTOYA",57075,8.74087408740874,0.24002400240024,0.83008300830083,87.7887788778878,2.4002400240024
"ROTH",57030,96.2603739626037,0.45995400459954,0.71992800719928,1.32986701329867,1.22987701229877
"MEYERS",56744,91.1608839116088,4.48955104489551,0.66993300669933,1.63983601639836,2.03979602039796
"CARDENAS",56618,5.14,0.29,1.04,92.96,0.57
"FUENTES",56441,5.76,0.49,1.47,91.52,0.76
"WEISS",56153,96.4403559644036,0.35996400359964,0.46995300469953,1.45985401459854,1.26987301269873
"HOOVER",56068,93.2606739326067,3.24967503249675,0.3999600039996,1.23987601239876,1.84981501849815
"WILKINS",56068,65.2065206520652,30.04300430043,0.34003400340034,1.72017201720172,2.69026902690269
"NICHOLSON",55986,77,18.74,0.41,1.62,2.23
"UNDERWOOD",55973,81.008100810081,14.4914491449145,0.37003700370037,1.44014401440144,2.69026902690269
"SHORT",55903,85.71,9.93,0.5,1.44,2.42
"CARSON",55821,74.27,21.14,0.53,1.65,2.41
"MORROW",55664,81.58,14.32,0.44,1.42,2.24
"COLON",55512,7.9007900790079,2.07020702070207,0.28002800280028,89.038903890389,0.71007100710071
"HOLLOWAY",55466,60.7360736073607,35.2735273527353,0.31003100310031,1.3001300130013,2.38023802380238
"SUMMERS",55391,80.58,14.48,0.5,1.63,2.81
"BRYAN",55269,84.4715528447155,10.2289771022898,0.4999500049995,2.3997600239976,2.3997600239976
"PETERSEN",55185,95.15,1.14,0.62,1.6,1.49
"MCKENZIE",55084,68.6868686868687,26.1426142614261,0.55005500550055,1.94019401940194,2.68026802680268
"SERRANO",55057,6.33,0.75,2.84,89.29,0.79
"WILCOX",54987,85.7985798579858,9.94099409940994,0.48004800480048,1.56015601560156,2.22022202220222
"CAREY",54924,83.2183218321832,12.7512751275128,0.43004300430043,1.43014301430143,2.17021702170217
"CLAYTON",54875,71.4328567143286,24.5575442455754,0.37996200379962,1.34986501349865,2.27977202279772
"POOLE",54706,74.92,21.82,0.37,1.08,1.81
"CALDERON",54691,5.92,0.67,1.67,91.1,0.64
"GALLEGOS",54672,8.34083408340834,0.15001500150015,0.46004600460046,89.9089908990899,1.14011401140114
"GREER",54611,75.6275627562756,20.6220622062206,0.35003500350035,1.47014701470147,1.93019301930193
"RIVAS",54588,5.82058205820582,0.61006100610061,0.4000400040004,92.4392439243924,0.73007300730073
"GUERRA",54575,12.73,0.74,0.51,84.87,1.15
"DECKER",54450,95.37,0.82,0.41,1.65,1.75
"COLLIER",54414,69.6,26.48,0.37,1.24,2.31
"WALL",54401,87.8087808780878,8.000800080008,0.48004800480048,1.59015901590159,2.12021202120212
"WHITAKER",54343,73.3926607339266,23.1976802319768,0.33996600339966,1.24987501249875,1.81981801819818
"BASS",54296,71.82,23.74,0.39,1.66,2.39
"FLOWERS",54277,55.9355935593559,39.2239223922392,0.32003200320032,1.94019401940194,2.58025802580258
"DAVENPORT",54206,73.9252149570086,21.7156568686263,0.409918016396721,1.48970205958808,2.45950809838032
"CONLEY",54194,81.4781478147815,15.0915091509151,0.35003500350035,1.22012201220122,1.86018601860186
"HOUSTON",54026,54.63,40.92,0.42,1.5,2.53
"HUFF",53892,82.89,13.11,0.4,1.43,2.17
"COPELAND",53771,68.57,27.32,0.34,1.45,2.32
"HOOD",53737,76.59,19.08,0.4,1.33,2.6
"MONROE",53475,65.2134786521348,28.8671132886711,0.41995800419958,2.28977102289771,3.20967903209679
"MASSEY",53459,75.4175417541754,19.7719771977198,0.8000800080008,1.46014601460146,2.55025502550255
"ROBERSON",53198,53.85,42.11,0.28,1.29,2.47
"COMBS",53180,87.3787378737874,9.01090109010901,0.36003600360036,1.29012901290129,1.96019601960196
"FRANCO",53161,19.29,0.55,1.76,77.16,1.24
"LARSEN",52963,95.64,0.43,0.55,1.53,1.85
"PITTMAN",52689,66.3566356635664,30.00300030003,0.28002800280028,1.21012101210121,2.15021502150215
"RANDALL",52495,76.37,18.86,0.46,1.58,2.73
"SKINNER",52490,81.4,14.45,0.4,1.68,2.07
"WILKINSON",52483,89.8610138986101,6.24937506249375,0.52994700529947,1.46985301469853,1.88981101889811
"KIRBY",52473,87.47,8.78,0.4,1.29,2.06
"CAMERON",52439,77.87,17.02,0.56,2.2,2.35
"BRIDGES",52260,70.4529547045295,25.5374462553745,0.36996300369963,1.44985501449855,2.18978102189781
"ANTHONY",52146,63.4236576342366,30.4269573042696,1.0998900109989,2.58974102589741,2.45975402459754
"RICHARD",52138,73.1973197319732,22.0922092209221,0.61006100610061,1.94019401940194,2.16021602160216
"KIRK",52056,84.7415258474153,10.4189581041896,0.40995900409959,1.43985601439856,2.98970102989701
"BRUCE",52004,79.8579857985799,14.991499149915,0.53005300530053,1.87018701870187,2.75027502750275
"SINGLETON",51797,48.33,48.12,0.27,1.25,2.03
"MATHIS",51796,64.7035296470353,31.5368463153685,0.20997900209979,1.41985801419858,2.12978702129787
"BRADFORD",51726,67.2632736726327,28.4671532846715,0.34996500349965,1.5998400159984,2.31976802319768
"BOONE",51679,64.33,30.61,0.43,1.59,3.04
"ABBOTT",51620,91,4.56,0.49,1.8,2.15
"CHARLES",51518,38.8738873887389,47.2847284728473,0.8000800080008,7.28072807280728,5.76057605760576
"ALLISON",51504,83.01,12.22,0.45,1.52,2.8
"SWEENEY",51500,92.12,4.37,0.44,1.57,1.5
"ATKINSON",51489,81.73,13,0.41,2.97,1.89
"HORN",51380,86.75,8.31,0.84,1.48,2.62
"JEFFERSON",51361,18.7181281871813,75.2324767523248,0.24997500249975,1.56984301569843,4.22957704229577
"ROSALES",51336,4.19,0.35,2.55,92.23,0.68
"YORK",51334,87.72,7.69,0.6,1.61,2.38
"CHRISTIAN",51177,69.69,23.45,1.77,2.66,2.43
"PHELPS",51154,86.8286828682868,9.28092809280928,0.43004300430043,1.45014501450145,2.01020102010201
"FARRELL",51095,91.9008099190081,4.32956704329567,0.4999500049995,1.62983701629837,1.63983601639836
"CASTANEDA",51089,4.45,0.19,1.99,92.61,0.76
"NASH",51021,72.2472247224723,23.5323532353235,0.48004800480048,1.35013501350135,2.39023902390239
"DICKERSON",51017,65.0834916508349,30.9069093090691,0.32996700329967,1.37986201379862,2.2997700229977
"BOND",50980,78.18,17.05,0.57,1.62,2.58
"WYATT",50874,77.88,17.93,0.34,1.8,2.05
"FOLEY",50852,93.5906409359064,3.26967303269673,0.53994600539946,1.31986801319868,1.27987201279872
"CHASE",50777,83.65,10.98,0.52,1.7,3.15
"GATES",50748,77.1377137713771,18.6618661866187,0.48004800480048,1.52015201520152,2.2002200220022
"VINCENT",50628,82.2517748225178,12.048795120488,0.93990600939906,2.32976702329767,2.42975702429757
"MATHEWS",50608,76.9,15.77,2.81,2.1,2.42
"HODGE",50577,71.1071107110711,24.2724272427243,0.38003800380038,1.89018901890189,2.35023502350235
"GARRISON",50482,85.31,10.45,0.4,1.62,2.22
"TREVINO",50454,7.41,0.22,0.17,91.33,0.87
"VILLARREAL",50351,6.57,0.16,0.18,92.53,0.56
"HEATH",50307,82.7217278272173,13.4786521347865,0.3999600039996,1.48985101489851,1.90980901909809
"DALTON",50166,88.39,7.51,0.4,1.66,2.04
"VALENCIA",50026,5.89,0.54,3.58,88.02,1.97
"CALLAHAN",49925,91.2991299129913,5.1005100510051,0.42004200420042,1.45014501450145,1.73017301730173
"HENSLEY",49858,94.24,1.61,0.34,1.49,2.32
"ATKINS",49754,70.28,25.51,0.39,1.44,2.38
"HUFFMAN",49737,92.88,3.92,0.33,1.2,1.67
"ROY",49725,79.9,9.25,5.58,1.85,3.42
"BOYER",49601,90.5890589058906,4.93049304930493,0.52005200520052,1.95019501950195,2.01020102010201
"SHIELDS",49556,78.2878287828783,17.2617261726173,0.42004200420042,1.47014701470147,2.56025602560256
"LIN",49360,2.29,0.13,95.13,0.4,2.05
"HANCOCK",49330,88.6611338866113,7.60923907609239,0.35996400359964,1.40985901409859,1.95980401959804
"GRIMES",49245,77.42,18.51,0.3,1.61,2.16
"GLENN",49241,63.6336366363364,32.1767823217678,0.35996400359964,1.60983901609839,2.21977802219778
"CLINE",49167,94.18,2.1,0.35,1.4,1.97
"DELACRUZ",49158,4.54045404540454,0.47004700470047,18.2418241824182,74.8574857485749,1.89018901890189
"CAMACHO",49000,7.13,0.57,2.77,88.43,1.1
"DILLON",48833,86.04,9.08,0.79,1.73,2.36
"PARRISH",48823,81.9418058194181,13.5386461353865,0.37996200379962,1.45985401459854,2.67973202679732
"ONEILL",48656,94.28,1.01,0.54,2.75,1.42
"MELTON",48594,82.2817718228177,13.5886411358864,0.40995900409959,1.35986401359864,2.35976402359764
"BOOTH",48580,85.15,10.32,0.52,1.53,2.48
"KANE",48527,91.64,3.38,1.5,1.62,1.86
"BERG",48480,95.9195919591959,0.39003900390039,0.54005400540054,1.63016301630163,1.52015201520152
"HARRELL",48471,68.77,27.8,0.3,1.24,1.89
"PITTS",48462,65.9034096590341,30.2569743025697,0.30996900309969,1.3998600139986,2.12978702129787
"SAVAGE",48367,77.2477247724772,18.5918591859186,0.42004200420042,1.46014601460146,2.28022802280228
"WIGGINS",48355,57.2242775722428,38.7061293870613,0.28997100289971,1.55984401559844,2.21977802219778
"BRENNAN",48296,95.97,0.69,0.59,1.5,1.25
"SALAS",48282,6.82931706829317,0.31996800319968,2.04979502049795,89.6610338966103,1.13988601139886
"MARKS",48281,81.3418658134187,13.4686531346865,0.57994200579942,1.88981101889811,2.71972802719728
"RUSSO",48126,95.1495149514951,0.35003500350035,0.37003700370037,2.79027902790279,1.34013401340134
"SAWYER",47979,82.52,13.29,0.52,1.49,2.18
"BAXTER",47857,82.5982598259826,13.2413241324132,0.48004800480048,1.54015401540154,2.14021402140214
"GOLDEN",47839,76.78,19.22,0.35,1.53,2.12
"HUTCHINSON",47809,78.4078407840784,17.001700170017,0.5000500050005,1.72017201720172,2.37023702370237
"LIU",47665,1.83,0.15,95.46,0.46,2.1
"WALTER",47615,90.17,5.96,0.61,1.62,1.64
"MCDOWELL",47526,72.22,23.85,0.38,1.46,2.09
"WILEY",47503,67.53,28.42,0.38,1.4,2.27
"RICH",47477,86.98,8.91,0.55,1.62,1.94
"HUMPHREY",47470,74.03,21.94,0.33,1.5,2.2
"JOHNS",47289,81.25,12.7,0.67,1.56,3.82
"KOCH",47286,96.8996899689969,0.19001900190019,0.54005400540054,1.26012601260126,1.11011101110111
"SUAREZ",47235,9.32,0.67,2.11,87.25,0.65
"HOBBS",47220,80.8,15.36,0.33,1.42,2.09
"BEARD",47128,77.09,18.93,0.33,1.45,2.2
"GILMORE",47050,68.1931806819318,27.0872912708729,0.35996400359964,1.74982501749825,2.60973902609739
"IBARRA",46895,3.24032403240324,0.14001400140014,1.42014201420142,94.6794679467947,0.52005200520052
"KEITH",46747,81.17,14.1,0.52,1.61,2.6
